Name,Club,Age,International Reputation,Nationality
J. Cataldi,Gimnasia y Esgrima La Plata,19,1.0,Argentina
S. Kaya,Göztepe SK,22,1.0,Turkey
C. Veerachat,Cerezo Osaka,22,1.0,Thailand
R. Rösch,FC Augsburg,19,1.0,Germany
D. Clarke,St. Patrick's Athletic,25,1.0,Republic of Ireland
J. Maguire,Crawley Town,22,1.0,England
Myeong Joon Jae,Jeonbuk Hyundai Motors,23,1.0,Korea Republic
A. Romero,Pachuca,20,1.0,United States
M. Segbers,New England Revolution,22,1.0,United States
A. Çelebi,Beşiktaş JK,19,1.0,Turkey
F. Arhin,Östersunds FK,19,1.0,Ghana
E. Opoku,Columbus Crew SC,20,1.0,Ghana
J. Kirkpatrick,St. Mirren,26,1.0,Scotland
T. Wiesner,Fortuna Düsseldorf,21,1.0,Germany
E. Steen,FK Bodø/Glimt,24,1.0,Norway
L. Mandeville,Morecambe,21,1.0,England
K. Ødemarksbakken,Lillestrøm SK,22,1.0,Norway
F. Serraiocco,Carpi,24,1.0,Italy
H. Sarpei,VfB Stuttgart,19,1.0,Ghana
N. Sandberg,IK Start,23,1.0,Norway
I. Aliseda,Defensa y Justicia,18,1.0,Argentina
F. Dahmen,1. FSV Mainz 05,20,1.0,Germany
K. Irep,Le Havre AC,22,1.0,France
M. Flynn,Newport County,37,1.0,Wales
B. Mugabi,Yeovil Town,23,1.0,Uganda
P. Menzel,VfL Wolfsburg,19,1.0,Germany
D. Fontani,Chamois Niortais Football Club,21,1.0,France
A. Nava,Club Tijuana,18,1.0,Mexico
G. Della Bernardina,Cittadella,19,1.0,Italy
E. Alvarado,Club Tijuana,20,1.0,United States
A. McGowan,Hamilton Academical FC,21,1.0,England
S. Joss,FC Thun,23,1.0,Switzerland
João Virgínia,Everton,18,1.0,Portugal
N. Lüchinger,FC St. Gallen,23,1.0,Switzerland
Y. Mabella,AS Nancy Lorraine,22,1.0,France
R. Hale,Derry City,19,1.0,Republic of Ireland
E. Embleton,Grimsby Town,19,1.0,England
N. Nasseri,Gillingham,21,1.0,England
C. Elva,FC Würzburger Kickers,21,1.0,Canada
V. Stenzel,FC Carl Zeiss Jena,21,1.0,Germany
I. Al Talhi,Al Fateh,23,1.0,Saudi Arabia
A. Mumin,FC Nordsjælland,20,1.0,Ghana
Paulo Alves,Wolverhampton Wanderers,20,1.0,Portugal
Y. Armougom,Stade Malherbe Caen,20,1.0,France
T. Kucz,Bayer 04 Leverkusen,18,1.0,Poland
S. Sy,Amiens SC,19,1.0,France
M. McKee,Stevenage,19,1.0,Northern Ireland
Cui Yongzhe,Chongqing Dangdai Lifan FC SWM Team,31,1.0,China PR
S. Bengriba,Grenoble Foot 38,37,1.0,France
T. Yanagi,FC Tokyo,20,1.0,Japan
J. Bekkema,SC Heerenveen,22,1.0,Netherlands
A. Al Yami,Al Fayha,21,1.0,Saudi Arabia
Ding Jie,Chongqing Dangdai Lifan FC SWM Team,31,1.0,China PR
J. Bednarczyk,Bayer 04 Leverkusen,19,1.0,Poland
J. Ingham,Melbourne Victory,24,1.0,New Zealand
G. Quezada,CD Lugo,21,1.0,Ecuador
M. Fallatah,Al Hilal,22,1.0,Saudi Arabia
F. Agu,VfL Osnabrück,18,1.0,Germany
R. Polley,ADO Den Haag,19,1.0,Netherlands
I. Chair,Queens Park Rangers,20,1.0,Belgium
I. Khemis,Doncaster Rovers,22,1.0,Tunisia
M. Álvarez,Patriotas Boyacá FC,24,1.0,Colombia
O. Brynhildsen,Stabæk Fotball,19,1.0,Norway
R. Al Hafizi,Ohod Club,22,1.0,Saudi Arabia
M. Rosas,Universidad Católica,20,1.0,Chile
J. Torres,Atlético Bucaramanga,21,1.0,Colombia
B. Dennehy,Limerick FC,31,1.0,Republic of Ireland
J. Martin,Bristol Rovers,29,1.0,England
E. Whitehouse,Grimsby Town,24,1.0,England
M. Quiñones,Deportivo Pasto,22,1.0,Colombia
R. Keskin,Bursaspor,19,1.0,Turkey
Zhang Li,Changchun Yatai FC,28,1.0,China PR
A. Lacey,Gillingham,25,1.0,England
J. Shipley,Coventry City,20,1.0,Republic of Ireland
L. Fadinger,SK Sturm Graz,17,1.0,Austria
P. Gómez,Puebla FC,20,1.0,Argentina
M. Kudus,FC Nordsjælland,17,1.0,Ghana
J. Maxted,Accrington Stanley,24,1.0,England
Chu Jinzhao,Tianjin Quanjian FC,25,1.0,China PR
J. Medina,Club Necaxa,27,1.0,Mexico
L. Ndenbe,KV Oostende,18,1.0,Belgium
Dai Wai-Tsun,Oxford United,18,1.0,Hong Kong
M. Virtue,Liverpool,21,1.0,England
M. Curry,Middlesbrough,18,1.0,England
F. Castro,Club Necaxa,23,1.0,Uruguay
L. Weinkauf,Hannover 96,21,1.0,Germany
S. Wilson,Macclesfield Town,25,1.0,England
M. Andersson,Trelleborgs FF,37,1.0,Sweden
T. Wiesner,Sparta Praha,20,1.0,Czech Republic
B. Wright,New England Revolution,23,1.0,Canada
C. Holse,FC København,19,1.0,Denmark
S. Vidal,Red Star FC,22,1.0,France
M. Kelly,Bristol Rovers,20,1.0,Scotland
H. Andersson,Malmö FF,19,1.0,Sweden
A. DeJohn,Dalkurd FF,27,1.0,United States
T. Klupś,Lech Poznań,18,1.0,Poland
K. O'Hara,Macclesfield Town,22,1.0,Republic of Ireland
T. Mølgaard,Vejle Boldklub,21,1.0,Denmark
H. Benkaïd,US Orléans Loiret Football,28,1.0,France
Obama,Atlético Madrid,18,1.0,Spain
J. Falkmar,IF Brommapojkarna,26,1.0,Sweden
N. Bazan,Vélez Sarsfield,19,1.0,Argentina
Y. Takaoka,Sagan Tosu,22,1.0,Japan
D. Nasu,Vissel Kobe,36,1.0,Japan
D. Conner,Chicago Fire,24,1.0,United States
S. Kodama,Nagoya Grampus,19,1.0,Japan
S. Farhan,Al Raed,21,1.0,Saudi Arabia
A. Ablet,Henan Jianye FC,31,1.0,China PR
Yoo Ji Ha,Pohang Steelers,19,1.0,Korea Republic
M. López,Atlético Huila,27,1.0,Colombia
K. Huntelaar,De Graafschap,19,1.0,Netherlands
J. Atanasov,Bursaspor,18,1.0,FYR Macedonia
K. Leidsman,De Graafschap,19,1.0,Netherlands
M. Spasic,FC Admira Wacker Mödling,20,1.0,Serbia
C. Topaloglu,Çaykur Rizespor,26,1.0,Turkey
D. Jarvis,Dundalk,26,1.0,Northern Ireland
P. Esquivel,Club Necaxa,24,1.0,Mexico
S. Mandash,Al Faisaly,23,1.0,Saudi Arabia
A. Abdellaoui,FC Sion,25,1.0,Algeria
D. Bajselmani,PEC Zwolle,19,1.0,Netherlands
E. Ferigra,Torino,19,1.0,Ecuador
J. Turley,Notts County,28,1.0,England
A. Barreal,Vélez Sarsfield,17,1.0,Argentina
F. Pasqualoni,Cosenza,21,1.0,Italy
L. Tempelmann,SC Freiburg,19,1.0,Germany
Ahn Seong Nam,Gyeongnam FC,34,1.0,Korea Republic
Kang Bong Gyun,Suwon Samsung Bluewings,24,1.0,Korea Republic
D. García,Gimnasia y Esgrima La Plata,21,1.0,Argentina
T. Rotter,TSV Hartberg,26,1.0,Austria
M. Kadlec,FC Admira Wacker Mödling,18,1.0,Austria
S. Serderov,Cracovia,24,1.0,Russia
A. Jędrych,Zagłębie Sosnowiec,26,1.0,Poland
J. Muscatt,Bolton Wanderers,20,1.0,England
M. Daly,Huddersfield Town,17,1.0,England
T. De Bie,KV Oostende,21,1.0,Belgium
E. Elizalde,Pescara,18,1.0,Uruguay
G. León,Deportivo Toluca,18,1.0,Mexico
S. Çetin,Eintracht Frankfurt,17,1.0,Germany
A. Urzi,Club Atlético Banfield,18,1.0,Argentina
J. Dunleavy,Sligo Rovers,26,1.0,Republic of Ireland
A. Al Saluli,Al Ittihad,19,1.0,Saudi Arabia
K. Chvedukas,Dundalk,27,1.0,Lithuania
A. Al Dawsari,Al Nassr,20,1.0,Saudi Arabia
E. Korkmaz,VVV-Venlo,21,1.0,Netherlands
J. Galetto,Patronato,21,1.0,Argentina
S. Russell,Grimsby Town,35,1.0,England
O. Sail,Wellington Phoenix,22,1.0,New Zealand
M. Hudson,Bury,19,1.0,England
N. Bizet,AJ Auxerre,21,1.0,France
Madger Gomes,FC Sochaux-Montbéliard,21,1.0,Spain
Iker Goujón,CF Reus Deportiu,18,1.0,Spain
F. Bin Jamayah,Al Nassr,23,1.0,Saudi Arabia
N. Anderton,Accrington Stanley,22,1.0,England
C. Storm,Sporting Kansas City,23,1.0,United States
J. Bruhns,SC Fortuna Köln,19,1.0,Germany
E. Ybáñez,Argentinos Juniors,19,1.0,Argentina
E. Karic,SCR Altach,21,1.0,Austria
L. Ridehalgh,Tranmere Rovers,27,1.0,England
J. Bolado,Godoy Cruz,20,1.0,Argentina
A. Riemann,VfL Osnabrück,26,1.0,Germany
A. Gogić,Hamilton Academical FC,24,1.0,Cyprus
L. Béland-Goyette,Montreal Impact,22,1.0,Canada
E. Pálsson,Sandefjord Fotball,25,1.0,Iceland
Lee Tae Hee,Sangju Sangmu FC,26,1.0,Korea Republic
K. Yajima,FC Tokyo,23,1.0,Japan
M. Hoxha,KV Kortrijk,18,1.0,Belgium
K. McFarlane,Birmingham City,21,1.0,England
F. Rieder,FC Wacker Innsbruck,22,1.0,Austria
C. Kpekawa,St. Mirren,22,1.0,England
C. Tiéhi,Le Havre AC,20,1.0,Ivory Coast
J. Flatt,Scunthorpe United,23,1.0,England
T. Matthews,Borussia Dortmund,17,1.0,South Africa
J. Hodgkiss,Macclesfield Town,31,1.0,England
C. Arroyave,Itagüí Leones FC,22,1.0,Colombia
J. Heil,TSV Hartberg,21,1.0,Austria
A. Jakubiak,Bristol Rovers,21,1.0,Scotland
K. Reaves,FC Dallas,22,1.0,United States
V. Baume,Sporting de Charleroi,21,1.0,Belgium
R. Morishita,Cerezo Osaka,19,1.0,Japan
A. Awad,Dalkurd FF,26,1.0,Sweden
A. Al Shamrani,Al Wehda,24,1.0,Saudi Arabia
G. Azzinnari,Cosenza,17,1.0,Italy
O. Drost,AC Horsens,22,1.0,Denmark
J. Caprice,Tranmere Rovers,25,1.0,England
Zhang Lu,Shanghai Greenland Shenhua FC,30,1.0,China PR
A. Mendy,Racing Club de Lens,23,1.0,Senegal
G. Blackwood,Adelaide United,21,1.0,Australia
M. Johansson,Trelleborgs FF,19,1.0,Sweden
J. Hanato,Shonan Bellmare,28,1.0,Japan
M. Clark,Port Vale,19,1.0,Wales
B. Mines,New York Red Bulls,18,1.0,United States
Kwon Tae Ahn,Sangju Sangmu FC,26,1.0,Korea Republic
C. Baker-Richardson,Swansea City,22,1.0,England
B. Varga,SV Mattersburg,24,1.0,Hungary
S. Akgün,BB Erzurumspor,18,1.0,Turkey
S. Long,Cheltenham Town,23,1.0,Republic of Ireland
M. Folivi,Watford,20,1.0,England
M. Rayman,Al Ittihad,21,1.0,Saudi Arabia
B. Thomas-Asante,Milton Keynes Dons,19,1.0,England
Y. Begraoui,AJ Auxerre,16,1.0,France
A. Fleming,Morecambe,30,1.0,England
Guille Lara,UD Almería,22,1.0,Spain
W. Wood,Accrington Stanley,21,1.0,England
F. Ghazi,Al Shabab,24,1.0,Saudi Arabia
N. Córdova,Unión Española,20,1.0,Chile
Jin Pengxiang,Dalian YiFang FC,28,1.0,China PR
Kim Bo Seop,Incheon United FC,20,1.0,Korea Republic
S. Acka,BB Erzurumspor,27,1.0,Ivory Coast
E. Celebi,1. FC Nürnberg,18,1.0,Germany
E. Dabo,Valenciennes FC,22,1.0,Senegal
Mello,Zagłębie Sosnowiec,25,1.0,Brazil
Yang Boyu,Jiangsu Suning FC,29,1.0,China PR
A. Collins,Colchester United,21,1.0,Wales
P. Kasim,IFK Göteborg,21,1.0,Ghana
T. Abdullah,Al Ittihad,22,1.0,Saudi Arabia
E. Næsbak Brenden,Lillestrøm SK,24,1.0,Norway
J. O'Doherty,Western Sydney Wanderers,20,1.0,Australia
Fernando Costanza,LOSC Lille,19,1.0,Brazil
M. Acton,Melbourne Victory,26,1.0,Australia
F. Lobos,Universidad de Chile,19,1.0,Chile
K. Tokushige,V-Varen Nagasaki,34,1.0,Japan
J. Serafin,Cracovia,22,1.0,Poland
N. Sutter,FC Thun,23,1.0,Switzerland
C. O'Hare,Aston Villa,20,1.0,England
M. Carreazo,Once Caldas,20,1.0,Venezuela
R. Aoki,Nagoya Grampus,22,1.0,Japan
F. Camara,GFC Ajaccio,20,1.0,Guinea
N. Trott,West Ham United,19,1.0,England
I. Boye,Örebro SK,21,1.0,Nigeria
Y. Goke,Vissel Kobe,19,1.0,Japan
Wang Qiuming,Hebei China Fortune FC,25,1.0,China PR
H. Sandvik,FK Haugesund,28,1.0,Norway
Park Jung Soo,Gangwon FC,31,1.0,Korea Republic
M. Vano,Carpi,26,1.0,Italy
M. Rieder,ADO Den Haag,18,1.0,Netherlands
J. Hooper,Grimsby Town,24,1.0,England
Sun Bo,Dalian YiFang FC,27,1.0,China PR
L. Hupfauf,FC Wacker Innsbruck,21,1.0,Austria
Mollejo,Atlético Madrid,17,1.0,Spain
V. Oliver,Morecambe,26,1.0,England
M. Kuchta,Zagłębie Lubin,22,1.0,Poland
Cao Haiqing,Jiangsu Suning FC,24,1.0,China PR
A. Banasiak,Zagłębie Sosnowiec,28,1.0,Poland
Pedro Goulart,Puebla FC,20,1.0,Mexico
Song Long,Shandong Luneng TaiShan FC,28,1.0,China PR
J. Lahne,IF Brommapojkarna,16,1.0,Sweden
M. García,Unión de Santa Fe,22,1.0,Argentina
R. McKenzie,Hull City,19,1.0,England
D. Franke,VfL Wolfsburg,19,1.0,Germany
M. Cavalleri,Curicó Unido,20,1.0,Chile
A. Beyazıt,FC Energie Cottbus,21,1.0,Germany
A. Grijalva,Monterrey,17,1.0,Mexico
D. Klomp,NAC Breda,19,1.0,Netherlands
J. Keatings,Hamilton Academical FC,26,1.0,Scotland
P. Di Nardo,Neuchâtel Xamax,28,1.0,Switzerland
A. Baroan,Chamois Niortais Football Club,18,1.0,France
C. Lattanzio,Estudiantes de La Plata,20,1.0,Argentina
M. Candlin,Blackburn Rovers,18,1.0,England
R. Menayese,Bristol Rovers,20,1.0,Wales
J. Thompson,Blackpool,21,1.0,Northern Ireland
H. Smith,Macclesfield Town,23,1.0,England
Liu Ruofan,Shanghai Greenland Shenhua FC,19,1.0,China PR
D. Jajic,Hammarby IF,19,1.0,Sweden
L. Fesser,SC Paderborn 07,23,1.0,Germany
J. Brown,Livingston FC,20,1.0,England
M. Nilor,FC Girondins de Bordeaux,20,1.0,France
I. Mensah,IK Start,23,1.0,Ghana
V. Fernández,Unión La Calera,19,1.0,Chile
D. Richards,Crewe Alexandra,24,1.0,Wales
H. Castegren,IFK Norrköping,22,1.0,Sweden
I. Oda,Kashima Antlers,19,1.0,Japan
L. Cacace,Wellington Phoenix,17,1.0,New Zealand
E. Veiga,Eintracht Braunschweig,21,1.0,Luxembourg
R. Cornwall,Bohemian FC,23,1.0,Republic of Ireland
J. Mbom,SV Werder Bremen,18,1.0,Germany
S. van Dijck,VVV-Venlo,17,1.0,Netherlands
D. Gremsl,FSV Zwickau,25,1.0,Austria
S. Friede,Hertha BSC,20,1.0,Germany
A. Guiffrey,Patronato,20,1.0,Argentina
M. Sætra,Strømsgodset IF,21,1.0,Norway
H. Magnetti,Stade Brestois 29,20,1.0,France
S. Abraham,IFK Göteborg,27,1.0,Sweden
G. Buon,Stade Brestois 29,20,1.0,France
D. Morrissey,Limerick FC,24,1.0,Republic of Ireland
G. Akkan,Yeni Malatyaspor,19,1.0,Turkey
L. Espinoza,Deportes Iquique,25,1.0,Chile
J. Requena,Club Deportes Temuco,22,1.0,Argentina
C. Mbulu,Motherwell,21,1.0,England
G. Cuomo,Crotone,20,1.0,Italy
A. Gürleyen,1. FSV Mainz 05,19,1.0,Germany
L. Jones,Luton Town,22,1.0,England
R. Gondoh,Colchester United,21,1.0,England
N. Hunziker,FC Thun,22,1.0,Switzerland
T. Reithmeir,1. FC Heidenheim 1846,18,1.0,Germany
L. Barreiro Martins,1. FSV Mainz 05,18,1.0,Luxembourg
J. Clarke,Bristol Rovers,28,1.0,England
Zheng Tao,Chongqing Dangdai Lifan FC SWM Team,32,1.0,China PR
M. Guehi,Chelsea,17,1.0,England
R. Prieto,Tiburones Rojos de Veracruz,21,1.0,Mexico
I. Meite,Cardiff City,21,1.0,England
A. Amade,TSG 1899 Hoffenheim,18,1.0,Germany
L. Krüger,RB Leipzig,18,1.0,Germany
K. Balogiannis,PAOK,19,1.0,Greece
F. Due,Randers FC,25,1.0,Denmark
L. Saxton,GIF Sundsvall,28,1.0,England
C. James,Colchester United,20,1.0,England
P. Cherrie,Derry City,34,1.0,Scotland
E. Stokes,Bohemian FC,22,1.0,Republic of Ireland
S. Al Hamdan,Al Hazem,26,1.0,Saudi Arabia
C. Moya,San Luis de Quillota,20,1.0,Chile
A. Xhemajli,Neuchâtel Xamax,20,1.0,Kosovo
A. Buxton,Tranmere Rovers,26,1.0,England
M. Gillesphey,Carlisle United,22,1.0,England
G. Banaziak,Amiens SC,21,1.0,France
D. Sváček,Viktoria Plzeň,21,1.0,Czech Republic
D. Sauerland,Eintracht Braunschweig,21,1.0,Germany
G. Kelly,Dundalk,21,1.0,Republic of Ireland
Y. Fujita,Júbilo Iwata,35,1.0,Japan
S. Duke-McKenna,Bolton Wanderers,17,1.0,England
D. Mosquera,Itagüí Leones FC,22,1.0,Colombia
K. Majić,Fortuna Düsseldorf,20,1.0,Croatia
A. Al Ghamdi,Al Raed,23,1.0,Saudi Arabia
M. Real,Philadelphia Union,18,1.0,United States
F. Schwarzholz,FC Augsburg,18,1.0,Germany
A. Majrashi,Ettifaq FC,22,1.0,Saudi Arabia
E. Maceira,SD Huesca,22,1.0,Venezuela
Pei Shuai,Tianjin Quanjian FC,25,1.0,China PR
D. Nizic,Western Sydney Wanderers,23,1.0,Australia
F. Al Habib,Al Shabab,20,1.0,Saudi Arabia
J. Archer,Bury,24,1.0,England
Li Guang,Changchun Yatai FC,27,1.0,China PR
E. Osadebe,Cambridge United,21,1.0,Republic of Ireland
Du Wenyang,Hebei China Fortune FC,28,1.0,China PR
E. Granat,GIF Sundsvall,22,1.0,Sweden
V. Cordoba,Itagüí Leones FC,30,1.0,Colombia
L. Schelenz,KFC Uerdingen 05,19,1.0,Germany
A. Morley,Rochdale,18,1.0,England
M. Nikolić,IF Brommapojkarna,20,1.0,Sweden
J. Pestaña,Atlético Huila,20,1.0,Colombia
E. Dick,Sporting Kansas City,23,1.0,United States
B. Williams,Bolton Wanderers,35,1.0,England
J. Tilley,Brighton & Hove Albion,20,1.0,England
Liu Yingchen,Dalian YiFang FC,25,1.0,China PR
C. Antwi,FC Nordsjælland,18,1.0,Ghana
J. Albrecht,SV Wehen Wiesbaden,20,1.0,Germany
J. Sands,New York City FC,17,1.0,United States
J. Muñoz,Boyacá Chicó FC,24,1.0,Colombia
J. Hoekstra,FC Groningen,19,1.0,Netherlands
K. Niemczycki,NAC Breda,18,1.0,Poland
M. Al Subaie,Ettifaq FC,22,1.0,Saudi Arabia
Park Ji Min,Suwon Samsung Bluewings,18,1.0,Korea Republic
H. Al Ghamdi,Ettifaq FC,19,1.0,Saudi Arabia
S. Ucar,DSC Arminia Bielefeld,19,1.0,Turkey
N. Quindt,VfL Sportfreunde Lotte,21,1.0,Germany
M. Kahrıman,Medipol Başakşehir FK,18,1.0,Turkey
S. Gubari,SCR Altach,22,1.0,Iraq
L. Mulaj,Neuchâtel Xamax,19,1.0,Switzerland
Z. Herivaux,New England Revolution,22,1.0,Haiti
G. McGregor,Crystal Palace,19,1.0,England
T. Campbell,Forest Green Rovers,21,1.0,England
K. Kesgin,Göztepe SK,17,1.0,Turkey
M. Staniszewski,Arka Gdynia,21,1.0,Poland
Y. Fortune,FC Sion,19,1.0,France
T. Cuello,Atlético Tucumán,18,1.0,Argentina
Pedro Gonçalves,Wolverhampton Wanderers,20,1.0,Portugal
K. Ayong,Piast Gliwice,20,1.0,Czech Republic
L. Italiano,Newcastle Jets,27,1.0,Australia
J. Powell,West Ham United,19,1.0,England
M. Urynowicz,Górnik Zabrze,22,1.0,Poland
E. Navarrete,Audax Italiano,22,1.0,Chile
T. Vassell,Port Vale,21,1.0,England
T. Cordner,Bournemouth,19,1.0,England
G. Tryggvason,IK Start,18,1.0,Iceland
C. Higuera,Club Tijuana,17,1.0,Mexico
M. Onuoha,VfR Aalen,19,1.0,Germany
A. Bacci,Ascoli,22,1.0,Italy
J. Hodek,FSV Zwickau,20,1.0,Germany
Y. Letard,VfR Aalen,19,1.0,France
Han Xuan,Henan Jianye FC,27,1.0,China PR
R. Isomura,V-Varen Nagasaki,27,1.0,Japan
I. Lara,San Luis de Quillota,22,1.0,Chile
J. Jaime,San Martin de Tucumán,20,1.0,Argentina
F. Al Sagour,Al Wehda,22,1.0,Saudi Arabia
L. Hernández,Club Necaxa,20,1.0,Mexico
N. da Silva,FC Thun,24,1.0,Switzerland
R. Hirosue,FC Tokyo,19,1.0,Japan
L. Croll,Exeter City,23,1.0,England
T. Baack,VfL Bochum 1848,19,1.0,Germany
K. Bucker,Heracles Almelo,22,1.0,Netherlands
M. Miljevic,Argentinos Juniors,17,1.0,United States
M. Brink,Esbjerg fB,20,1.0,Denmark
A. Bakayoko,FC St. Gallen,20,1.0,France
W. Tchuameni,SønderjyskE,21,1.0,Cameroon
D. İncedere,Galatasaray SK,21,1.0,Turkey
S. Kjellevold,Stabæk Fotball,23,1.0,Norway
J. Þorsteinsson,Vendsyssel FF,19,1.0,Iceland
M. Worthington,Forest Green Rovers,20,1.0,England
J. Tratt,Sydney FC,23,1.0,Australia
J. Kelly,Bray Wanderers,28,1.0,Republic of Ireland
L. Grill,1. FC Kaiserslautern,19,1.0,Germany
D. Lyon,Peterborough United,23,1.0,Scotland
F. Pizzicanella,Atlético Tucumán,22,1.0,Argentina
J. Pantemis,Montreal Impact,21,1.0,Canada
R. Wilmots,Carpi,21,1.0,Belgium
E. Boyle,Shamrock Rovers,21,1.0,Republic of Ireland
M. Sprang,FSV Zwickau,17,1.0,Germany
R. Acquah,LASK Linz,21,1.0,Ghana
M. Wada,Yokohama F. Marinos,21,1.0,Japan
A. Canessa,Livorno,18,1.0,Italy
R. Cagnon,Olympique de Marseille,21,1.0,France
M. Roerslev,FC København,19,1.0,Denmark
A. Azeez,Cambridge United,24,1.0,England
M. Holzer,TSV Hartberg,19,1.0,Austria
L. Travis,Blackburn Rovers,20,1.0,England
Mario Sánchez,Cádiz CF,22,1.0,Spain
Valery,Girona FC,18,1.0,Spain
R. Al Ghamdi,Al Batin,24,1.0,Saudi Arabia
C. Gutiérrez,U.N.A.M.,19,1.0,Mexico
D. Webster,St. Patrick's Athletic,28,1.0,Republic of Ireland
Kim Hyo Gi,Gyeongnam FC,31,1.0,Korea Republic
J. Inamoto,Hokkaido Consadole Sapporo,38,1.0,Japan
J. McDonnell,AFC Wimbledon,24,1.0,England
W. Ali,Aalborg BK,19,1.0,Denmark
A. Jakobsen,Vejle Boldklub,19,1.0,Denmark
L. Bonilla,Patriotas Boyacá FC,20,1.0,Colombia
T. Duman,Fortuna Düsseldorf,20,1.0,Germany
M. Woud,Willem II,19,1.0,New Zealand
J. Löwe,SG Dynamo Dresden,19,1.0,Germany
B. Rivas,Atlético Huila,21,1.0,Colombia
S. Cartwright,Peterborough United,17,1.0,England
A. Ademoglu,Bursaspor,20,1.0,Belgium
Y. Oyanedel,Universidad Católica,17,1.0,Chile
Lim Eun Soo,Incheon United FC,22,1.0,Korea Republic
R. van Doorn,De Graafschap,19,1.0,Netherlands
J. Harris,Tranmere Rovers,31,1.0,England
José Uche,SD Huesca,18,1.0,Spain
M. Arturia,Club Atlético Talleres,20,1.0,Argentina
K. Goba,La Berrichonne de Châteauroux,30,1.0,France
E. Bansen,SV Zulte-Waregem,20,1.0,Germany
J. Lunney,Waterford FC,20,1.0,Republic of Ireland
M. Cooper,Plymouth Argyle,18,1.0,England
J. Orellana,San Martin de Tucumán,21,1.0,Argentina
B. Kavlak,Yeni Malatyaspor,21,1.0,Turkey
G. Abregú,San Martin de Tucumán,20,1.0,Argentina
J. Doona,St. Patrick's Athletic,20,1.0,Republic of Ireland
R. Blumberg,Charlton Athletic,19,1.0,Australia
M. Panos,AS Saint-Étienne,21,1.0,France
C. Coleman,St. Patrick's Athletic,21,1.0,Republic of Ireland
M. O'Riley,Fulham,17,1.0,England
A. Gafaiti,Yeovil Town,23,1.0,Algeria
P. Edwards,Bury,32,1.0,England
G. Lapslie,Charlton Athletic,20,1.0,England
M. Gonzalez,CD Everton de Viña del Mar,20,1.0,Chile
L. Ingolotti,Club Atlético Aldosivi,18,1.0,Argentina
G. Pozos,Club León,25,1.0,Mexico
A. Aliev,Dalkurd FF,21,1.0,Russia
M. Bauer,SpVgg Greuther Fürth,18,1.0,Germany
B. Sielewski,Wisła Płock,33,1.0,Poland
A. Talal,US Orléans Loiret Football,22,1.0,Morocco
K. Schlotterbeck,SC Freiburg,21,1.0,Germany
G. Kilama,Chamois Niortais Football Club,19,1.0,Cameroon
J. Debayo,Cheltenham Town,21,1.0,Nigeria
B. Chapman,Gillingham,19,1.0,England
V. Gendrey,Amiens SC,18,1.0,France
Li Shenglong,Shanghai SIPG FC,25,1.0,China PR
M. Schlegel,FC Carl Zeiss Jena,21,1.0,Germany
S. Quigley,Port Vale,25,1.0,England
Y. Bangsow,Eintracht Braunschweig,20,1.0,Germany
M. Leahy,St. Patrick's Athletic,29,1.0,Republic of Ireland
S. Solli,Ranheim Fotball,20,1.0,Norway
M. Firlej,Korona Kielce,21,1.0,Poland
H. Bos,FC Emmen,25,1.0,Netherlands
J. Bird,Barnsley,20,1.0,England
V. Arveladze,Korona Kielce,20,1.0,Georgia
K. Kirihata,Kashiwa Reysol,31,1.0,Japan
A. Penny,Hamilton Academical FC,21,1.0,Wales
J. von Moos,FC Basel 1893,17,1.0,Switzerland
G. Boylan,Sligo Rovers,22,1.0,Republic of Ireland
I. Chicco,Club Atlético Colón,22,1.0,Argentina
H. Arslan,BB Erzurumspor,29,1.0,Turkey
A. Nalic,Malmö FF,20,1.0,Sweden
D. Rodríguez,U.N.A.M.,20,1.0,Mexico
S. Karweina,VfL Sportfreunde Lotte,19,1.0,Germany
Fabio,Örebro SK,22,1.0,Brazil
M. Harness,Burton Albion,22,1.0,England
C. Rzonca,Zagłębie Sosnowiec,21,1.0,England
A. Manzur,Godoy Cruz,17,1.0,Argentina
S. Bone,Shamrock Rovers,19,1.0,England
T. Sopacua,FC Groningen,18,1.0,Netherlands
H. Takimoto,Kashiwa Reysol,21,1.0,Japan
Geng Xiaofeng,Hebei China Fortune FC,30,1.0,China PR
M. Soldo,Wolfsberger AC,21,1.0,Austria
K. Petratos,Newcastle Jets,20,1.0,Australia
N. Giménez,Rosario Central,21,1.0,Argentina
Wang Xiaole,Beijing Sinobo Guoan FC,21,1.0,China PR
L. Schaffran,SpVgg Greuther Fürth,19,1.0,Germany
A. Fox,Grimsby Town,25,1.0,England
R. Cooney,Bury,18,1.0,England
N. Samayoa,New England Revolution,22,1.0,Guatemala
A. Soukouna,AS Béziers,28,1.0,France
I. Bolaño,Club Atlético Tigre,20,1.0,Argentina
K. Ogawa,Júbilo Iwata,20,1.0,Japan
K. Fegrouche,IK Sirius,36,1.0,Morocco
Lee Ho Seok,Sangju Sangmu FC,27,1.0,Korea Republic
H. Balic,SKN St. Pölten,22,1.0,Bosnia Herzegovina
F. Lauenborg,Randers FC,21,1.0,Denmark
K. Saka,Shonan Bellmare,23,1.0,Japan
K. Buckley,Bohemian FC,26,1.0,Republic of Ireland
L. Scott,Western Sydney Wanderers,21,1.0,Australia
A. Torres,Guadalajara,22,1.0,Mexico
